product_id,avg_sentiment,review_count,pct_positive,pct_negative,avg_rating,sentiment_scaled
1384719342,0.45994,5,0.8,0.2,5.0,2.78168255283879
B00004Y2UT,0.6115,6,0.8333333333333334,0.16666666666666666,4.666666666666667,3.4097803564028184
B00005ML71,0.43648,5,0.8,0.0,3.8,2.6844591794446746
B000068NSX,0.9023142857142857,7,1.0,0.0,4.571428571428571,4.614978390859037
B000068NTU,0.6096600000000001,5,0.8,0.2,4.8,3.402154993783672
B000068NVI,0.5516076923076922,13,0.9230769230769231,0.07692307692307693,4.538461538461538,3.161573528005355
B000068NW5,0.46152884615384615,52,0.7692307692307693,0.19230769230769232,4.461538461538462,2.7882670789633077
B000068NZC,0.3000428571428571,7,0.7142857142857143,0.2857142857142857,4.142857142857143,2.119033804984903
B000068NZG,0.64272,5,0.8,0.2,4.6,3.5391628677994196
B000068O1N,0.7245333333333334,9,0.8888888888888888,0.1111111111111111,4.888888888888889,3.878215223097113
B000068O3D,0.14597142857142856,7,0.42857142857142855,0.2857142857142857,4.857142857142857,1.4805280918832513
B000068O3X,0.504964705882353,17,0.8823529411764706,0.058823529411764705,4.764705882352941,2.968274786085176
B000068O4H,0.35314999999999996,10,0.7,0.2,4.4,2.339121425611272
B000068O59,0.7729333333333334,6,1.0,0.0,4.666666666666667,4.078795413731179
B00006LVEU,0.40059285714285714,14,0.7142857142857143,0.21428571428571427,4.642857142857143,2.5357350068083595
B00009W40D,0.6370666666666667,6,1.0,0.0,4.5,3.515734217433347
B00009W40G,0.50715,6,0.8333333333333334,0.16666666666666666,4.0,2.9773311230832986
B0000AQRSR,0.79692,5,1.0,0.0,4.4,4.178201409034396
B0000AQRSS,0.8455857142857143,7,1.0,0.0,4.428571428571429,4.379882777810668
B0000AQRST,0.6661909090909091,11,0.9090909090909091,0.09090909090909091,4.7272727272727275,3.636431450853332
B0000AQRSU,0.7577764705882353,17,1.0,0.0,4.529411764705882,4.015982057970308
B000165DSM,0.5341333333333333,18,0.8333333333333334,0.16666666666666666,4.166666666666667,3.089155960768062
B0001FTVD6,0.6210416666666666,12,0.9166666666666666,0.0,4.916666666666667,3.4493231109269233
B0002BACB4,0.9125285714285714,7,1.0,0.0,5.0,4.657308625895447
B0002CZR3G,0.7763333333333334,6,1.0,0.0,4.166666666666667,4.09288575770134
B0002CZSJO,0.545725,28,0.8928571428571429,0.10714285714285714,4.607142857142857,3.137194363862412
B0002CZSJY,0.7330727272727273,22,0.9090909090909091,0.045454545454545456,4.636363636363637,3.913604340127341
B0002CZST4,0.7398818181818182,11,0.9090909090909091,0.09090909090909091,4.818181818181818,3.9418227027841617
B0002CZT0M,0.8319624999999999,8,1.0,0.0,4.375,4.323425196850393
B0002CZTIO,0.432275,16,0.6875,0.1875,4.125,2.6670327393286364
B0002CZUTM,0.9611545454545454,11,1.0,0.0,4.636363636363637,4.858825302339599
B0002CZUUG,0.9147500000000001,22,1.0,0.0,4.545454545454546,4.6665147119767925
B0002CZV46,0.7150299999999999,10,1.0,0.0,4.4,3.8388313302942394
B0002CZV78,0.84255,6,1.0,0.0,5.0,4.367302113551595
B0002CZV7I,0.9146666666666666,6,1.0,0.0,4.333333333333333,4.666169360408896
B0002CZV82,0.637815,20,0.85,0.15,4.05,3.5188354745130543
B0002CZVA0,0.8889999999999999,9,1.0,0.0,4.444444444444445,4.559801077496891
B0002CZVB4,0.82674,5,1.0,0.0,4.8,4.301782014090344
B0002CZVBE,0.7021,13,0.9230769230769231,0.07692307692307693,4.615384615384615,3.7852465810194778
B0002CZVHI,0.9325285714285715,7,1.0,0.0,5.0,4.740193002190516
B0002CZVI2,0.65967,10,1.0,0.0,4.7,3.6094073767094903
B0002CZVK0,0.4808625,24,0.7916666666666666,0.125,4.375,2.868389970990468
B0002CZVW8,0.46215,6,0.8333333333333334,0.16666666666666666,4.833333333333333,2.790841276419395
B0002CZVWS,0.726025,16,1.0,0.0,4.6875,3.8843970161624535
